id,club_id,match_id,players_id,matchperiod,eventsec,eventname,action,modifier,x_begin,y_begin,x_end,y_end,is_success
2183499,59,985,311,2H,1180.984367,Duel,Ground loose ball duel,neutral,80,37,82.0,50.0,t
2183506,59,985,216,2H,1187.8038610000003,Pass,Head pass,,57,64,54.0,50.0,t
2183511,59,985,71,2H,1196.0422470000003,Duel,Ground attacking duel,won,65,97,63.0,97.0,t
2183520,59,985,71,2H,1307.112518,Duel,Ground attacking duel,won,9,91,15.0,94.0,t
2183529,6,985,3217,2H,1322.6231879999996,Duel,Ground attacking duel,won,88,16,92.0,11.0,t
2183541,6,985,3234,2H,1385.2404180000003,Duel,Air duel,won,38,63,48.0,72.0,t
2183549,59,985,311,2H,1391.5339839999997,Duel,Ground defending duel,neutral,61,16,65.0,4.0,t
2183554,6,985,2162,2H,1401.230469,Pass,Simple pass,,48,5,84.0,4.0,t
2183564,59,985,2065,2H,1437.6469459999998,Duel,Air duel,won,14,38,15.0,42.0,t
2183572,59,985,257,2H,1487.6460749999997,Duel,Ground attacking duel,won,63,15,73.0,9.0,t
2183577,6,985,1673,2H,1497.7222410000004,Pass,Simple pass,,24,41,31.0,8.0,t
2183586,6,985,2215,2H,1569.8427650000003,Pass,Simple pass,,62,99,55.0,87.0,t
2183591,59,985,403,2H,1582.4996810000002,Pass,Head pass,interception,12,36,26.0,52.0,t
2183595,6,985,3217,2H,1591.596971,Duel,Ground defending duel,neutral,29,4,36.0,0.0,t
2183600,59,985,403,2H,1622.787418,Pass,Simple pass,,31,22,15.0,36.0,t
2183606,6,985,3234,2H,1641.859934,Pass,High pass,,46,46,63.0,96.0,t
2183610,6,985,287,2H,1653.6217699999995,Duel,Ground attacking duel,neutral,92,75,88.0,72.0,t
2183618,6,985,359,2H,1698.9693239999997,Pass,Simple pass,,39,80,40.0,63.0,t
2183622,6,985,282,2H,1710.0085289999995,Pass,Simple pass,,45,26,33.0,38.0,t
2183626,6,985,1673,2H,1718.8249830000004,Pass,Simple pass,,45,84,43.0,52.0,t
2183634,6,985,442,2H,1796.1066099999998,Pass,Head pass,interception,36,36,55.0,33.0,t
2183649,6,985,3217,2H,1862.374008,Duel,Ground loose ball duel,won,88,29,79.0,14.0,t
2183657,6,985,378,2H,1908.519145,Duel,Air duel,neutral,57,64,57.0,69.0,t
2183667,6,985,3234,2H,1964.367161,Duel,Air duel,won,6,24,10.0,20.0,t
2183680,59,985,216,2H,1978.55911,Duel,Ground attacking duel,won,61,93,61.0,99.0,t
2183689,59,985,71,2H,2064.785618,Pass,High pass,,67,84,78.0,66.0,t
2183695,59,985,304,2H,2072.615361,Pass,Head pass,,37,63,41.0,94.0,t
2183701,6,985,282,2H,2104.485063,Pass,Simple pass,,67,25,56.0,66.0,t
2183708,6,985,3217,2H,2117.379613,Pass,Head pass,interception,79,25,81.0,42.0,t
2183713,59,985,1460,2H,2121.939858,Duel,Ground attacking duel,won,27,83,29.0,88.0,t
2183721,59,985,71,2H,2166.918927,Pass,Simple pass,,75,92,71.0,81.0,t
2183725,59,985,403,2H,2177.366785,Pass,High pass,,37,24,71.0,27.0,t
2183734,6,985,359,2H,2293.2758670000003,Free Kick,Throw in,,77,100,79.0,77.0,t
2183741,6,985,2162,2H,2306.6591200000003,Pass,High pass,,45,13,75.0,77.0,t
2183745,59,985,257,2H,2312.982031,Pass,Head pass,,25,17,32.0,27.0,t
2183750,6,985,3234,2H,2318.389426,Pass,Simple pass,,59,69,44.0,62.0,t
2183755,6,985,1673,2H,2340.079657,Pass,Simple pass,,46,60,45.0,38.0,t
2183761,6,985,3217,2H,2357.804596,Pass,Simple pass,,79,38,76.0,50.0,t
2183766,59,985,161,2H,2368.581946,Duel,Ground loose ball duel,won,75,91,78.0,91.0,t
2183772,6,985,2162,2H,2435.372468,Duel,Ground defending duel,won,6,8,8.0,2.0,t
2183779,6,985,1673,2H,2464.862064,Pass,Simple pass,,30,66,43.0,81.0,t
2183783,6,985,2215,2H,2479.479211,Pass,Simple pass,,77,98,86.0,80.0,t
2183791,6,985,3234,2H,2500.998074,Pass,Simple pass,,56,28,52.0,62.0,t
2183796,6,985,2215,2H,2513.681308,Pass,Cross,Right,93,75,91.0,50.0,t
2183804,6,985,2162,2H,2524.150398,Duel,Ground loose ball duel,neutral,97,27,100.0,100.0,t
2183813,59,985,3235,2H,2560.866617,Duel,Ground loose ball duel,neutral,73,94,67.0,100.0,t
2183819,6,985,359,2H,2592.789022,Pass,Simple pass,,79,96,64.0,92.0,t
2183823,6,985,1673,2H,2601.812954,Pass,Simple pass,,58,67,55.0,30.0,t
2183837,59,985,1739,2H,2734.587367,Free Kick,Free Kick,,17,6,67.0,8.0,t
2183843,6,985,359,2H,2745.212232,Duel,Ground defending duel,neutral,3,97,7.0,100.0,t
2183849,6,985,359,2H,2756.7290110000004,Duel,Ground defending duel,neutral,14,96,15.0,100.0,t
2183857,59,985,575,2H,2827.712933,Duel,Ground attacking duel,won,95,3,94.0,7.0,t
2183864,6,985,2215,2H,2845.686513,Duel,Ground defending duel,won,72,80,70.0,86.0,t
2183869,6,985,3234,2H,2855.338296,Pass,Simple pass,,36,74,41.0,25.0,t
2183873,6,985,3217,2H,2867.330655,Duel,Ground attacking duel,won,90,6,96.0,5.0,t
2182592,59,985,389,1H,7.444523000000003,Pass,Simple pass,,36,21,28.0,60.0,t
2182596,59,985,257,1H,20.337698999999983,Pass,Simple pass,,29,11,44.0,11.0,t
2182602,59,985,216,1H,27.504876999999997,Pass,Simple pass,,34,85,54.0,91.0,t
2182607,59,985,71,1H,41.978925,Duel,Air duel,won,79,87,96.0,73.0,t
2182614,59,985,1314,1H,54.49848200000002,Duel,Air duel,won,71,79,81.0,86.0,t
2182621,6,985,282,1H,69.644498,Pass,Simple pass,,68,5,60.0,6.0,t
2182626,6,985,2162,1H,87.76294200000001,Duel,Ground attacking duel,won,91,6,95.0,1.0,t
2182634,59,985,311,1H,158.12291699999997,Duel,Ground defending duel,neutral,14,96,0.0,100.0,t
2182645,59,985,311,1H,233.681154,Duel,Ground attacking duel,won,64,69,63.0,64.0,t
2182651,59,985,311,1H,269.524126,Shot,Shot,gl,91,54,0.0,0.0,t
2182657,59,985,389,1H,375.212412,Pass,Simple pass,,69,11,58.0,22.0,t
2182661,59,985,311,1H,383.53445,Duel,Ground loose ball duel,won,69,28,75.0,36.0,t
2182671,6,985,442,1H,424.151794,Duel,Ground defending duel,won,28,22,30.0,20.0,t
2182678,6,985,359,1H,434.753438,Pass,Simple pass,,27,90,62.0,93.0,t
2182686,6,985,282,1H,497.824669,Pass,Simple pass,interception,72,23,85.0,2.0,t
2182693,6,985,2162,1H,512.471154,Duel,Ground attacking duel,won,69,4,70.0,2.0,t
2182699,6,985,442,1H,523.218505,Pass,Simple pass,,46,28,45.0,66.0,t
2182705,6,985,442,1H,545.070635,Free Kick,Free Kick,,61,54,75.0,72.0,t
2182713,59,985,1314,1H,577.676704,Pass,Launch,,14,14,57.0,41.0,t
2182719,6,985,150,1H,591.14472,Pass,Simple pass,,9,42,23.0,47.0,t
2182727,6,985,359,1H,615.144255,Free Kick,Free Kick,,57,96,45.0,87.0,t
2182734,6,985,3234,1H,637.725592,Pass,Simple pass,,33,18,19.0,54.0,t
2182740,6,985,442,1H,656.485086,Pass,Head pass,interception,46,64,66.0,70.0,t
2182747,6,985,150,1H,673.533547,Pass,Simple pass,,22,77,41.0,83.0,t
2182753,6,985,1242,1H,688.524081,Duel,Ground attacking duel,neutral,97,86,100.0,100.0,t
2182761,6,985,1839,1H,729.011256,Pass,Simple pass,,66,60,53.0,50.0,t
2182766,59,985,216,1H,752.412001,Pass,Head pass,,28,73,64.0,93.0,t
2182780,6,985,287,1H,833.2044780000001,Duel,Ground attacking duel,won,84,82,84.0,81.0,t
2182788,59,985,2065,1H,901.538019,Duel,Ground loose ball duel,neutral,5,12,0.0,0.0,t
2182798,6,985,2162,1H,974.652345,Duel,Ground defending duel,won,26,3,25.0,5.0,t
2182810,59,985,71,1H,1016.668962,Free Kick,Throw in,,52,100,30.0,88.0,t
2182815,59,985,71,1H,1031.411873,Duel,Air duel,won,63,92,61.0,73.0,t
2182821,59,985,389,1H,1042.741282,Pass,Head pass,,63,38,66.0,10.0,t
2182825,59,985,389,1H,1051.166284,Pass,Simple pass,,65,22,60.0,37.0,t
2182829,59,985,161,1H,1061.26051,Pass,Simple pass,,74,82,76.0,95.0,t
2182833,59,985,257,1H,1073.620811,Pass,Simple pass,,31,13,45.0,33.0,t
2182843,59,985,71,1H,1128.329251,Pass,Simple pass,,60,94,49.0,89.0,t
2182853,6,985,3234,1H,1202.542418,Pass,Simple pass,,19,24,8.0,49.0,t
2182860,59,985,257,1H,1246.124489,Free Kick,Free Kick,,31,19,75.0,24.0,t
2182870,6,985,150,1H,1327.250786,Pass,Hand pass,,12,41,20.0,88.0,t
2182882,6,985,442,1H,1375.032079,Pass,Simple pass,,35,11,49.0,7.0,t
2182889,6,985,287,1H,1392.635612,Pass,Simple pass,,82,10,81.0,4.0,t
2182893,6,985,1673,1H,1402.840718,Pass,Simple pass,,52,66,73.0,98.0,t
2182898,6,985,1839,1H,1409.658823,Duel,Air duel,won,76,90,93.0,91.0,t
2182906,6,985,442,1H,1450.600277,Pass,Head pass,,31,59,31.0,54.0,t
2182915,6,985,287,1H,1484.294989,Duel,Air duel,neutral,62,25,66.0,3.0,t
2182922,6,985,1673,1H,1513.762849,Pass,Simple pass,,67,90,72.0,94.0,t
2182927,6,985,287,1H,1535.149476,Duel,Ground attacking duel,won,94,91,98.0,94.0,t
2182936,6,985,3234,1H,1578.640549,Duel,Air duel,won,41,67,39.0,62.0,t
2182942,6,985,282,1H,1607.162933,Pass,Smart pass,,70,2,95.0,10.0,t
2182957,59,985,1314,1H,1666.982651,Pass,Simple pass,,38,15,29.0,53.0,t
2182961,59,985,257,1H,1678.448369,Pass,Simple pass,,31,18,26.0,59.0,t
2182965,6,985,359,1H,1691.791942,Duel,Air duel,won,67,87,86.0,89.0,t
2182974,6,985,1242,1H,1705.331679,Duel,Ground attacking duel,won,81,81,68.0,70.0,t
2182983,59,985,1460,1H,1728.628516,Pass,Simple pass,,47,77,30.0,26.0,t
2182988,6,985,359,1H,1745.119189,Pass,Simple pass,,30,94,63.0,71.0,t
2182992,59,985,403,1H,1757.56126,Duel,Ground loose ball duel,won,7,63,8.0,67.0,t
2183001,59,985,389,1H,1796.456066,Pass,Head pass,,19,81,4.0,91.0,t
2183007,6,985,2162,1H,1832.824135,Free Kick,Throw in,,28,0,33.0,5.0,t
2183012,59,985,1314,1H,1842.369685,Pass,Simple pass,,52,53,40.0,49.0,t
2183017,6,985,150,1H,1862.982602,Pass,Launch,,14,50,65.0,36.0,t
2183021,6,985,282,1H,1867.192407,Others on the ball,Acceleration,,65,21,74.0,15.0,t
2183030,59,985,1460,1H,1909.027094,Free Kick,Free Kick,,63,83,97.0,15.0,t
2183039,6,985,359,1H,1976.219713,Pass,High pass,,32,94,83.0,94.0,t
2183048,6,985,282,1H,2034.645408,Pass,Simple pass,,90,2,73.0,9.0,t
2183057,6,985,3234,1H,2078.373538,Pass,High pass,,15,14,45.0,46.0,t
2183064,59,985,1314,1H,2142.352168,Free Kick,Free kick cross,high,59,53,68.0,93.0,t
2183069,6,985,442,1H,2156.490316,Pass,Simple pass,,31,52,62.0,95.0,t
2183075,59,985,403,1H,2185.776805,Pass,Simple pass,,25,50,25.0,80.0,t
2183080,6,985,3234,1H,2192.507742,Pass,Simple pass,,47,8,46.0,22.0,t
2183086,59,985,2065,1H,2208.113787,Pass,Simple pass,,31,14,21.0,13.0,t
2183095,6,985,282,1H,2265.48912,Pass,Head pass,interception,39,14,51.0,28.0,t
2183100,59,985,161,1H,2272.345433,Duel,Ground loose ball duel,neutral,72,97,68.0,100.0,t
2183105,59,985,2065,1H,2295.53201,Pass,Simple pass,,72,12,55.0,23.0,t
2183109,59,985,403,1H,2304.032265,Pass,Simple pass,,40,54,52.0,93.0,t
2183118,6,985,282,1H,2323.470539,Pass,Smart pass,through,53,4,93.0,24.0,t
2183125,6,985,3234,1H,2339.765463,Pass,High pass,,34,19,69.0,98.0,t
2183130,59,985,216,1H,2351.180547,Duel,Ground defending duel,won,13,65,14.0,67.0,t
2183139,59,985,257,1H,2391.126653,Pass,Simple pass,,32,68,14.0,53.0,t
2183146,6,985,3234,1H,2402.842007,Pass,Simple pass,,26,37,35.0,8.0,t
2183150,6,985,359,1H,2417.83213,Pass,Simple pass,,52,98,84.0,86.0,t
2183156,59,985,311,1H,2428.467077,Duel,Ground attacking duel,won,43,30,46.0,28.0,t
2183165,6,985,1839,1H,2495.569465,Pass,Simple pass,,27,71,33.0,2.0,t
2183170,59,985,2065,1H,2510.36885,Duel,Ground loose ball duel,won,26,13,30.0,18.0,t
2183177,6,985,442,1H,2537.084363,Pass,Simple pass,interception,48,68,58.0,27.0,t
2183185,59,985,389,1H,2570.938212,Pass,Simple pass,,68,4,56.0,14.0,t
2183189,59,985,257,1H,2586.074339,Pass,Simple pass,,24,10,23.0,6.0,t
2183195,59,985,71,1H,2600.174118,Pass,Cross,high,71,98,94.0,36.0,t
2183203,59,985,1739,1H,2665.689653,Free Kick,Free Kick,,32,34,74.0,39.0,t
2183214,59,985,257,2H,7.816044000000147,Pass,Head pass,,25,42,40.0,68.0,t
2183220,6,985,150,2H,19.953567999999905,Pass,Simple pass,,14,43,35.0,71.0,t
2183224,6,985,282,2H,34.12114199999996,Pass,Simple pass,,65,30,56.0,53.0,t
2183229,6,985,1242,2H,46.454205,Duel,Ground defending duel,neutral,83,96,87.0,97.0,t
2183237,6,985,442,2H,67.84005500000012,Pass,Head pass,interception,68,75,82.0,81.0,t
2183243,6,985,1242,2H,75.33760299999993,Duel,Ground defending duel,neutral,82,85,90.0,96.0,t
2183250,6,985,3234,2H,119.32257299999992,Duel,Ground loose ball duel,won,37,74,39.0,73.0,t
2183259,59,985,161,2H,129.64354000000003,Duel,Ground attacking duel,won,79,91,91.0,90.0,t
2183267,59,985,216,2H,156.25861799999984,Pass,Head pass,interception,26,81,35.0,87.0,t
2183274,6,985,287,2H,164.80523700000003,Duel,Ground attacking duel,won,76,21,82.0,21.0,t
2183284,6,985,3234,2H,210.38250000000016,Free Kick,Free Kick,,28,33,28.0,62.0,t
2183290,59,985,1314,2H,217.86971399999996,Pass,Simple pass,interception,39,9,69.0,8.0,t
2183295,59,985,2065,2H,229.23017500000012,Pass,Simple pass,,63,8,49.0,23.0,t
2183299,6,985,359,2H,244.2309519999999,Duel,Ground defending duel,won,38,87,40.0,90.0,t
2183309,59,985,1460,2H,283.7902429999999,Pass,Simple pass,interception,24,94,35.0,89.0,t
2183317,59,985,216,2H,309.35823900000014,Pass,Head pass,,39,67,66.0,67.0,t
2183325,6,985,359,2H,398.15355099999994,Duel,Ground defending duel,neutral,8,33,100.0,100.0,t
2183337,59,985,71,2H,452.40712799999983,Duel,Ground attacking duel,won,7,91,4.0,93.0,t
2183343,59,985,2065,2H,492.0120189999998,Pass,Simple pass,,42,9,31.0,7.0,t
2183349,59,985,389,2H,501.19466700000015,Pass,Simple pass,,68,4,74.0,12.0,t
2183355,6,985,359,2H,511.4047740000001,Free Kick,Free Kick,,31,97,38.0,76.0,t
2183363,59,985,71,2H,522.3723359999999,Pass,Simple pass,,68,75,60.0,68.0,t
2183367,59,985,2065,2H,534.9795859999999,Pass,Simple pass,,70,2,53.0,5.0,t
2183375,6,985,442,2H,559.40616,Duel,Ground defending duel,neutral,21,41,24.0,37.0,t
2183381,6,985,282,2H,581.5144150000001,Pass,Simple pass,,34,10,30.0,2.0,t
2183391,59,985,216,2H,625.5359560000002,Free Kick,Free Kick,,39,88,85.0,74.0,t
2183399,6,985,378,2H,659.4523319999998,Pass,High pass,,54,32,68.0,82.0,t
2183404,6,985,359,2H,667.0199400000001,Others on the ball,Acceleration,,49,83,74.0,83.0,t
2183413,59,985,403,2H,719.3441779999998,Pass,Head pass,,32,45,32.0,6.0,t
2183418,6,985,1839,2H,728.615624,Pass,Simple pass,,47,37,61.0,7.0,t
2183423,59,985,1460,2H,740.038008,Pass,Simple pass,,45,55,69.0,88.0,t
2183429,59,985,2065,2H,764.6194650000001,Free Kick,Throw in,,26,0,31.0,5.0,t
2183436,59,985,311,2H,801.962133,Duel,Air duel,won,63,23,70.0,24.0,t
2183441,59,985,2065,2H,811.9989919999998,Duel,Air duel,neutral,63,10,69.0,4.0,t
2183452,6,985,1673,2H,888.1215470000003,Pass,High pass,,39,45,57.0,32.0,t
2183457,6,985,3234,2H,900.9674169999998,Pass,Simple pass,,32,14,30.0,1.0,t
2183464,6,985,2162,2H,1010.027931,Free Kick,Throw in,,30,0,23.0,8.0,t
2183471,59,985,71,2H,1065.488077,Duel,Air duel,won,69,83,77.0,72.0,t
2183481,6,985,2162,2H,1138.4769029999998,Free Kick,Throw in,,69,0,69.0,11.0,t
2183486,59,985,403,2H,1154.452518,Pass,Head pass,interception,26,7,36.0,6.0,t
2183490,59,985,403,2H,1163.3127050000005,Pass,High pass,,27,10,71.0,50.0,t
2183496,59,985,1314,2H,1178.3139419999998,Pass,Simple pass,,67,64,73.0,25.0,t
2183502,6,985,3234,2H,1183.054209,Pass,High pass,,13,48,33.0,31.0,t
2183508,59,985,304,2H,1191.8933619999998,Pass,Simple pass,,37,73,37.0,83.0,t
2183516,6,985,378,2H,1300.313752,Pass,Simple pass,,77,24,80.0,5.0,t
2183524,6,985,442,2H,1312.16543,Pass,Simple pass,,79,4,72.0,38.0,t
2183534,6,985,287,2H,1345.433357,Pass,Simple pass,,89,18,78.0,21.0,t
2183546,59,985,257,2H,1388.211418,Pass,Simple pass,,55,10,58.0,3.0,t
2183551,6,985,359,2H,1393.9903059999997,Pass,Simple pass,,35,96,38.0,86.0,t
2183561,6,985,359,2H,1430.04659,Free Kick,Corner,,100,0,93.0,7.0,t
2183567,6,985,2215,2H,1481.182339,Duel,Ground loose ball duel,won,35,90,29.0,94.0,t
2183574,6,985,2215,2H,1490.91374,Duel,Ground defending duel,won,26,94,26.0,80.0,t
2183581,6,985,3234,2H,1543.4743159999998,Duel,Air duel,won,27,17,22.0,25.0,t
2183588,6,985,3234,2H,1576.8844250000002,Pass,Simple pass,,48,28,73.0,10.0,t
2183593,59,985,161,2H,1587.5109650000004,Others on the ball,Acceleration,,28,83,71.0,96.0,t
2183598,59,985,216,2H,1618.3371429999995,Pass,Simple pass,,36,86,32.0,52.0,t
2183603,59,985,311,2H,1631.9325090000002,Duel,Ground defending duel,neutral,71,6,75.0,11.0,t
2183608,6,985,282,2H,1647.5645050000005,Pass,Smart pass,through,59,78,92.0,75.0,t
2183615,59,985,311,2H,1690.5349539999995,Duel,Air duel,won,67,63,64.0,57.0,t
2183620,6,985,1673,2H,1702.601737,Pass,Simple pass,,31,60,35.0,43.0,t
2183624,6,985,1673,2H,1715.529689,Pass,Simple pass,,40,77,67.0,84.0,t
2183629,6,985,282,2H,1727.4253550000003,Pass,Simple pass,,61,10,83.0,4.0,t
2183641,6,985,2162,2H,1830.9480080000003,Free Kick,Throw in,,89,0,94.0,10.0,t
2183655,6,985,1673,2H,1903.5856350000004,Pass,Simple pass,,10,94,6.0,59.0,t
2183662,59,985,1460,2H,1915.699541,Duel,Ground attacking duel,won,54,29,53.0,30.0,t
2183674,59,985,257,2H,1969.600654,Pass,Simple pass,,75,57,72.0,32.0,t
2183686,6,985,2162,2H,2060.210789,Pass,Head pass,,15,22,22.0,26.0,t
2183692,6,985,1673,2H,2068.188165,Pass,High pass,,18,32,65.0,30.0,t
2183699,6,985,378,2H,2097.764893,Pass,Head pass,,80,22,73.0,12.0,t
2183703,6,985,359,2H,2111.047507,Pass,Simple pass,,75,96,78.0,77.0,t
2183710,59,985,216,2H,2118.781743,Duel,Ground loose ball duel,neutral,19,58,20.0,64.0,t
2183717,6,985,1673,2H,2156.5031900000004,Duel,Ground loose ball duel,won,18,53,17.0,42.0,t
2183723,59,985,403,2H,2173.0433030000004,Pass,Simple pass,,44,24,61.0,6.0,t
2183730,6,985,3234,2H,2206.769063,Pass,High pass,,36,49,78.0,93.0,t
2183737,6,985,282,2H,2295.464172,Pass,Simple pass,,81,69,87.0,63.0,t
2183743,59,985,257,2H,2311.033329,Duel,Air duel,neutral,25,23,24.0,9.0,t
2183748,6,985,2215,2H,2316.534197,Pass,Simple pass,,65,79,69.0,59.0,t
2183753,6,985,442,2H,2328.5355740000005,Pass,Simple pass,,60,84,71.0,81.0,t
2183757,6,985,282,2H,2348.140338,Pass,Simple pass,,60,67,80.0,97.0,t
2183764,59,985,304,2H,2359.620131,Duel,Ground defending duel,won,12,56,24.0,70.0,t
2183769,6,985,1673,2H,2372.550377,Duel,Ground defending duel,neutral,22,9,11.0,0.0,t
2183775,6,985,282,2H,2440.081806,Duel,Ground attacking duel,won,21,9,19.0,10.0,t
2183781,6,985,282,2H,2472.820778,Pass,Simple pass,,45,58,62.0,89.0,t
2183788,6,985,359,2H,2491.023231,Free Kick,Throw in,,73,100,52.0,67.0,t
2183794,6,985,2215,2H,2510.294862,Pass,Simple pass,,77,92,71.0,73.0,t
2183798,59,985,71,2H,2516.310287,Duel,Ground defending duel,neutral,9,50,21.0,61.0,t
2183811,59,985,575,2H,2558.047361,Duel,Air duel,won,62,82,73.0,94.0,t
2183817,6,985,442,2H,2588.318841,Pass,Simple pass,,59,79,71.0,89.0,t
2183821,6,985,1673,2H,2596.436463,Pass,Simple pass,,57,73,62.0,54.0,t
2183829,6,985,378,2H,2642.216281,Duel,Ground attacking duel,won,59,83,60.0,85.0,t
2183840,6,985,3234,2H,2737.843763,Duel,Air duel,won,36,90,3.0,97.0,t
2183847,59,985,2065,2H,2756.017914,Duel,Ground attacking duel,neutral,88,4,86.0,4.0,t
2183854,59,985,1314,2H,2776.105952,Duel,Ground attacking duel,won,89,12,92.0,16.0,t
2183861,6,985,1673,2H,2837.547802,Pass,Simple pass,,15,30,28.0,9.0,t
2183867,6,985,359,2H,2847.973666,Duel,Ground attacking duel,neutral,70,86,67.0,99.0,t
2183871,6,985,2162,2H,2862.952489,Pass,Simple pass,,64,5,80.0,5.0,t
2183881,6,985,3217,2H,2931.538313,Pass,High pass,,40,4,73.0,41.0,t
2183210,6,985,378,1H,2679.399798,Offside,,counter_attack,71,59,100.0,100.0,
